instance,config,run,score,duration_sec,timed_out,ls_score,ls_improvement,ls_time_sec
toy,C4_Balanced,6,380,0.737,False,380,0,0.018
toy,C4_Balanced,7,380,0.647,False,380,0,0.008
toy,C4_Balanced,8,380,0.732,False,380,0,0.019
toy,C4_Balanced,9,380,0.821,False,380,0,0.012
toy,C4_Balanced,10,380,0.739,False,380,0,0.021
toy,C5_WidePopulation,1,380,0.687,False,380,0,0.009
toy,C5_WidePopulation,2,380,0.687,False,380,0,0.018
toy,C5_WidePopulation,3,380,0.552,False,380,0,0.016
toy,C5_WidePopulation,4,380,0.519,False,380,0,0.017
toy,C5_WidePopulation,5,380,0.576,False,380,0,0.008
toy,C5_WidePopulation,6,380,0.636,False,380,0,0.009
toy,C5_WidePopulation,7,380,0.564,False,380,0,0.022
toy,C5_WidePopulation,8,380,0.57,False,380,0,0.008
toy,C5_WidePopulation,9,380,0.507,False,380,0,0.013
toy,C5_WidePopulation,10,380,0.625,False,380,0,0.012
uk_iptv,C1_Baseline,1,2347,272.133,False,2444,97,46.585
uk_iptv,C1_Baseline,2,2362,190.862,False,2519,157,37.23
uk_iptv,C1_Baseline,3,2590,238.88,False,3118,528,80.95
uk_iptv,C2_Exploitation,1,2340,215.48,False,2756,416,56.105
uk_iptv,C2_Exploitation,2,2476,207.735,False,2548,72,44.867
uk_iptv,C2_Exploitation,3,2408,226.253,False,3079,671,87.24
uk_iptv,C3_Exploration,1,2397,239.017,False,2661,264,70.905
uk_iptv,C3_Exploration,2,2675,247.088,False,3193,518,82.694
uk_iptv,C3_Exploration,3,2466,234.408,False,2783,317,66.348
uk_iptv,C4_Balanced,1,2440,210.39,False,2657,217,77.562
uk_iptv,C4_Balanced,2,2529,183.636,False,2898,369,63.234
uk_iptv,C4_Balanced,3,2398,188.786,False,2528,130,57.559
uk_iptv,C4_Balanced,4,2485,207.829,False,2942,457,79.384
uk_iptv,C5_WidePopulation,1,2502,185.607,False,2929,427,60.261
uk_iptv,C5_WidePopulation,2,2675,215.846,False,3014,339,94.072
uk_iptv,C5_WidePopulation,3,2380,200.127,False,2552,172,81.234
uk_tv_input,C1_Baseline,1,1341,15.347,False,1517,176,0.12
uk_tv_input,C1_Baseline,2,1354,16.453,False,1657,303,0.131
uk_tv_input,C1_Baseline,3,1525,13.497,False,1577,52,0.144
uk_tv_input,C1_Baseline,4,1370,13.373,False,1616,246,0.166
uk_tv_input,C1_Baseline,5,1538,14.525,False,1628,90,0.155
uk_tv_input,C1_Baseline,6,1371,15.512,False,1682,311,0.057
uk_tv_input,C1_Baseline,7,1385,14.426,False,1473,88,0.107
uk_tv_input,C1_Baseline,8,1477,15.546,False,1593,116,0.072
uk_tv_input,C1_Baseline,9,1497,14.205,False,1571,74,0.156
uk_tv_input,C1_Baseline,10,1454,16.5,False,1791,337,0.112
uk_tv_input,C2_Exploitation,1,1563,18.569,False,1775,212,0.136
uk_tv_input,C2_Exploitation,2,1332,16.256,False,1404,72,0.087
uk_tv_input,C2_Exploitation,3,1414,16.995,False,1534,120,0.087
uk_tv_input,C2_Exploitation,4,1247,16.01,False,1530,283,0.135
uk_tv_input,C2_Exploitation,5,1404,14.37,False,1512,108,0.074
uk_tv_input,C2_Exploitation,6,1283,17.011,False,1497,214,0.21
uk_tv_input,C2_Exploitation,7,1283,13.964,False,1519,236,0.085
uk_tv_input,C2_Exploitation,8,1249,12.877,False,1444,195,0.134
uk_tv_input,C2_Exploitation,9,1449,16.276,False,1567,118,0.1
uk_tv_input,C2_Exploitation,10,1469,16.173,False,1541,72,0.105
uk_tv_input,C3_Exploration,1,1427,19.955,False,1547,120,0.118
uk_tv_input,C3_Exploration,2,1437,17.828,False,1523,86,0.091
uk_tv_input,C3_Exploration,3,1472,16.787,False,1639,167,0.11
uk_tv_input,C3_Exploration,4,1427,18.969,False,1698,271,0.055
uk_tv_input,C3_Exploration,5,1414,18.329,False,1519,105,0.104
uk_tv_input,C3_Exploration,6,1452,19.598,False,1582,130,0.088
uk_tv_input,C3_Exploration,7,1503,18.705,False,1514,11,0.11
uk_tv_input,C3_Exploration,8,1501,19.746,False,1594,93,0.077
uk_tv_input,C3_Exploration,9,1521,17.264,False,1691,170,0.057
uk_tv_input,C3_Exploration,10,1444,18.223,False,1513,69,0.103
uk_tv_input,C4_Balanced,1,1401,12.077,False,1521,120,0.086
uk_tv_input,C4_Balanced,2,1484,14.657,False,1796,312,0.066
uk_tv_input,C4_Balanced,3,1494,13.153,False,1562,68,0.076
uk_tv_input,C4_Balanced,4,1409,13.397,False,1585,176,0.085
uk_tv_input,C4_Balanced,5,1510,13.291,False,1637,127,0.11
uk_tv_input,C4_Balanced,6,1513,13.405,False,1589,76,0.053
uk_tv_input,C4_Balanced,7,1540,15.176,False,1684,144,0.094
uk_tv_input,C4_Balanced,8,1377,11.086,False,1424,47,0.123
uk_tv_input,C4_Balanced,9,1509,15.097,False,1655,146,0.133
uk_tv_input,C4_Balanced,10,1427,12.593,False,1559,132,0.104
uk_tv_input,C5_WidePopulation,1,1351,10.259,False,1574,223,0.094
uk_tv_input,C5_WidePopulation,2,1499,11.311,False,1610,111,0.093
uk_tv_input,C5_WidePopulation,3,1439,9.726,False,1611,172,0.07
uk_tv_input,C5_WidePopulation,4,1433,11.714,False,1508,75,0.063
uk_tv_input,C5_WidePopulation,5,1373,11.883,False,1593,220,0.149
uk_tv_input,C5_WidePopulation,6,1473,10.83,False,1550,77,0.093
uk_tv_input,C5_WidePopulation,7,1533,10.665,False,1605,72,0.042
uk_tv_input,C5_WidePopulation,8,1439,11.592,False,1493,54,0.071
uk_tv_input,C5_WidePopulation,9,1481,11.191,False,1530,49,0.179
uk_tv_input,C5_WidePopulation,10,1348,12.062,False,1455,107,0.082
us_iptv,C1_Baseline,1,-1,900.029,True,-1,0,0.0
us_iptv,C2_Exploitation,1,-1,900.047,True,-1,0,0.0
us_iptv,C3_Exploration,1,-1,900.031,True,-1,0,0.0
us_iptv,C4_Balanced,1,-1,900.055,True,-1,0,0.0
us_iptv,C5_WidePopulation,1,-1,900.023,True,-1,0,0.0
usa_tv_input,C1_Baseline,1,1921,166.799,False,2168,247,2.387
usa_tv_input,C1_Baseline,2,1768,168.795,False,2292,524,1.786
usa_tv_input,C1_Baseline,3,1713,166.235,False,2233,520,1.347
usa_tv_input,C1_Baseline,4,1779,168.716,False,2120,341,0.979
usa_tv_input,C2_Exploitation,1,1711,150.256,False,1711,0,0.619
usa_tv_input,C2_Exploitation,2,1711,154.534,False,1711,0,0.63
usa_tv_input,C2_Exploitation,3,1786,174.944,False,2349,563,0.914
usa_tv_input,C2_Exploitation,4,1711,169.733,False,1711,0,0.577
usa_tv_input,C3_Exploration,1,2013,198.809,False,2300,287,1.25
usa_tv_input,C3_Exploration,2,1877,192.326,False,2472,595,1.571
usa_tv_input,C3_Exploration,3,1939,200.169,False,2497,558,1.051
usa_tv_input,C3_Exploration,4,1954,203.382,False,2349,395,1.31
usa_tv_input,C4_Balanced,1,1828,150.267,False,2021,193,1.234
usa_tv_input,C4_Balanced,2,2068,150.691,False,2571,503,1.307
usa_tv_input,C4_Balanced,3,2059,150.955,False,2183,124,1.113
usa_tv_input,C4_Balanced,4,1982,211.576,False,2189,207,2.939
usa_tv_input,C5_WidePopulation,1,1830,189.893,False,2525,695,1.888
usa_tv_input,C5_WidePopulation,2,1799,195.629,False,2497,698,2.151
usa_tv_input,C5_WidePopulation,3,1716,188.542,False,2101,385,2.028
usa_tv_input,C5_WidePopulation,4,1711,180.5,False,1711,0,0.821
youtube_gold,C1_Baseline,1,-1,900.073,True,-1,0,0.0
youtube_gold,C2_Exploitation,1,-1,900.052,True,-1,0,0.0
youtube_gold,C3_Exploration,1,-1,900.041,True,-1,0,0.0
youtube_gold,C4_Balanced,1,-1,900.044,True,-1,0,0.0
youtube_gold,C5_WidePopulation,1,-1,900.032,True,-1,0,0.0
youtube_premium,C1_Baseline,1,-1,900.037,True,-1,0,0.0
youtube_premium,C2_Exploitation,1,-1,900.047,True,-1,0,0.0
youtube_premium,C3_Exploration,1,-1,900.048,True,-1,0,0.0
youtube_premium,C4_Balanced,1,-1,900.044,True,-1,0,0.0
youtube_premium,C5_WidePopulation,1,-1,900.041,True,-1,0,0.0
